Area Name,Area ID,Normalised Name,Region Name,Region ID,Location Type,Online,Status
Point Howard,AREA-LINZ-2575,point howard,Wellington Region,09,Suburb,false,Canonical
Ponatahi,AREA-LINZ-1278,ponatahi,Wellington Region,09,Rural locality,false,Canonical
Porirua City Centre,AREA-LINZ-1283,porirua city centre,Wellington Region,09,Suburb,false,Canonical
Pukerua Bay,AREA-LINZ-1317,pukerua bay,Wellington Region,09,Suburb,false,Canonical
Rangitūmau,AREA-LINZ-1367,rangitumau,Wellington Region,09,Rural locality,false,Canonical
Rānui,AREA-LINZ-8938,ranui,Wellington Region,09,Suburb,false,Canonical
Raumati Beach,AREA-LINZ-2947,raumati beach,Wellington Region,09,Suburb,false,Canonical
Raumati South,AREA-LINZ-1377,raumati south,Wellington Region,09,Suburb,false,Canonical
Reikorangi,AREA-LINZ-1390,reikorangi,Wellington Region,09,Rural locality,false,Canonical
Remutaka Hill,AREA-LINZ-1401,remutaka hill,Wellington Region,09,Rural locality,false,Canonical
Riversdale Beach,AREA-LINZ-2601,riversdale beach,Wellington Region,09,Rural locality,false,Canonical
Riverstone Terraces,AREA-LINZ-8643,riverstone terraces,Wellington Region,09,Suburb,false,Canonical
Rongotai,AREA-LINZ-1427,rongotai,Wellington Region,09,Suburb,false,Canonical
Roseneath,AREA-LINZ-2571,roseneath,Wellington Region,09,Suburb,false,Canonical
Ruakōkoputuna,AREA-LINZ-1448,ruakokoputuna,Wellington Region,09,Rural locality,false,Canonical
Seatoun,AREA-LINZ-2567,seatoun,Wellington Region,09,Suburb,false,Canonical
Seaview,AREA-LINZ-1475,seaview,Wellington Region,09,Suburb,false,Canonical
Silverstream,AREA-LINZ-1491,silverstream,Wellington Region,09,Suburb,false,Canonical
Solway,AREA-LINZ-1498,solway,Wellington Region,09,Suburb,false,Canonical
Sorrento Bay,AREA-LINZ-8874,sorrento bay,Wellington Region,09,Suburb,false,Canonical
South Featherston,AREA-LINZ-2240,south featherston,Wellington Region,09,Rural locality,false,Canonical
Southgate,AREA-LINZ-1508,southgate,Wellington Region,09,Suburb,false,Canonical
Stokes Valley,AREA-LINZ-1535,stokes valley,Wellington Region,09,Suburb,false,Canonical
Strathmore Park,AREA-LINZ-1542,strathmore park,Wellington Region,09,Suburb,false,Canonical
Stronvar,AREA-LINZ-1543,stronvar,Wellington Region,09,Rural locality,false,Canonical
Sunshine Bay,AREA-LINZ-2578,sunshine bay,Wellington Region,09,Suburb,false,Canonical
Taitā,AREA-LINZ-1570,taita,Wellington Region,09,Suburb,false,Canonical
Takapu Valley,AREA-LINZ-1577,takapu valley,Wellington Region,09,Suburb,false,Canonical
Takapūwāhia,AREA-LINZ-8870,takapuwahia,Wellington Region,09,Suburb,false,Canonical
Taumata Island,AREA-LINZ-1605,taumata island,Wellington Region,09,Rural locality,false,Canonical
Tauweru,AREA-LINZ-1609,tauweru,Wellington Region,09,Rural locality,false,Canonical
Tauwharenīkau,AREA-LINZ-2446,tauwharenikau,Wellington Region,09,Rural locality,false,Canonical
Tawa,AREA-LINZ-1610,tawa,Wellington Region,09,Suburb,false,Canonical
Te Aro,AREA-LINZ-1618,te aro,Wellington Region,09,Suburb,false,Canonical
Te Awaiti,AREA-LINZ-2585,te awaiti,Wellington Region,09,Rural locality,false,Canonical
Te Horo,AREA-LINZ-1624,te horo,Wellington Region,09,Rural locality,false,Canonical
Te Horo Beach,AREA-LINZ-8648,te horo beach,Wellington Region,09,Rural locality,false,Canonical
Te Mārua,AREA-LINZ-1633,te marua,Wellington Region,09,Suburb,false,Canonical
Te Ore Ore,AREA-LINZ-1636,te ore ore,Wellington Region,09,Suburb,false,Canonical
Te Wharau,AREA-LINZ-1652,te wharau,Wellington Region,09,Rural locality,false,Canonical
Te Whiti,AREA-LINZ-1653,te whiti,Wellington Region,09,Rural locality,false,Canonical
Thorndon,AREA-LINZ-1672,thorndon,Wellington Region,09,Suburb,false,Canonical
Timberlea,AREA-LINZ-1684,timberlea,Wellington Region,09,Suburb,false,Canonical
Tīnui,AREA-LINZ-1686,tinui,Wellington Region,09,Rural locality,false,Canonical
Tīnui Valley,AREA-LINZ-1687,tinui valley,Wellington Region,09,Rural locality,false,Canonical
Tirohanga,AREA-LINZ-1699,tirohanga,Wellington Region,09,Suburb,false,Canonical
Tītahi Bay,AREA-LINZ-1701,titahi bay,Wellington Region,09,Suburb,false,Canonical
Tora,AREA-LINZ-2589,tora,Wellington Region,09,Rural locality,false,Canonical
Tōtara Park,AREA-LINZ-1721,totara park,Wellington Region,09,Suburb,false,Canonical
Trentham,AREA-LINZ-1726,trentham,Wellington Region,09,Suburb,false,Canonical
Tuturumuri,AREA-LINZ-1742,tuturumuri,Wellington Region,09,Rural locality,false,Canonical
Upper Hutt Central,AREA-LINZ-8810,upper hutt central,Wellington Region,09,Suburb,false,Canonical
Upper Plain,AREA-LINZ-1753,upper plain,Wellington Region,09,Rural locality,false,Canonical
Vogeltown,AREA-LINZ-1763,vogeltown,Wellington Region,09,Suburb,false,Canonical
Wadestown,AREA-LINZ-1765,wadestown,Wellington Region,09,Suburb,false,Canonical
Waihakeke,AREA-LINZ-1773,waihakeke,Wellington Region,09,Rural locality,false,Canonical
Waikanae,AREA-LINZ-1785,waikanae,Wellington Region,09,Suburb,false,Canonical
Waikanae Beach,AREA-LINZ-1984,waikanae beach,Wellington Region,09,Suburb,false,Canonical
Waingawa,AREA-LINZ-1815,waingawa,Wellington Region,09,Rural locality,false,Canonical
Wainuiomata,AREA-LINZ-1818,wainuiomata,Wellington Region,09,Suburb,false,Canonical
Wainuiomata Coast,AREA-LINZ-2249,wainuiomata coast,Wellington Region,09,Rural locality,false,Canonical
Wainuioru,AREA-LINZ-1819,wainuioru,Wellington Region,09,Rural locality,false,Canonical
Waitangirua,AREA-LINZ-1852,waitangirua,Wellington Region,09,Suburb,false,Canonical
Waiwhetū,AREA-LINZ-1867,waiwhetu,Wellington Region,09,Suburb,false,Canonical
Wallaceville,AREA-LINZ-1876,wallaceville,Wellington Region,09,Suburb,false,Canonical
Waterloo,AREA-LINZ-1887,waterloo,Wellington Region,09,Suburb,false,Canonical
Wellington Central,AREA-LINZ-2573,wellington central,Wellington Region,09,Suburb,false,Canonical
Weraiti,AREA-LINZ-1901,weraiti,Wellington Region,09,Rural locality,false,Canonical
West Taratahi,AREA-LINZ-1909,west taratahi,Wellington Region,09,Rural locality,false,Canonical
Western Lake,AREA-LINZ-4003,western lake,Wellington Region,09,Rural locality,false,Canonical
Whakataki,AREA-LINZ-2599,whakataki,Wellington Region,09,Rural locality,false,Canonical
Whangaehu Valley,AREA-LINZ-1922,whangaehu valley,Wellington Region,09,Rural locality,false,Canonical
Whāngaimoana,AREA-LINZ-2583,whangaimoana,Wellington Region,09,Rural locality,false,Canonical
Whareama,AREA-LINZ-2595,whareama,Wellington Region,09,Rural locality,false,Canonical
Whitby,AREA-LINZ-2946,whitby,Wellington Region,09,Suburb,false,Canonical
White Rock,AREA-LINZ-2584,white rock,Wellington Region,09,Rural locality,false,Canonical
Whitemans Valley,AREA-LINZ-1937,whitemans valley,Wellington Region,09,Rural locality,false,Canonical
Wilton,AREA-LINZ-1947,wilton,Wellington Region,09,Suburb,false,Canonical
Woburn,AREA-LINZ-1959,woburn,Wellington Region,09,Suburb,false,Canonical
Woodridge,AREA-LINZ-1969,woodridge,Wellington Region,09,Suburb,false,Canonical
Woodside,AREA-LINZ-1970,woodside,Wellington Region,09,Rural locality,false,Canonical
York Bay,AREA-LINZ-2577,york bay,Wellington Region,09,Suburb,false,Canonical
Ahaura,AREA-LINZ-4,ahaura,West Coast Region,12,Rural locality,false,Canonical
Arahura Valley,AREA-LINZ-37,arahura valley,West Coast Region,12,Rural locality,false,Canonical
Arnold Valley,AREA-LINZ-2062,arnold valley,West Coast Region,12,Rural locality,false,Canonical
Atarau,AREA-LINZ-2069,atarau,West Coast Region,12,Rural locality,false,Canonical
Awatuna,AREA-LINZ-2071,awatuna,West Coast Region,12,Rural locality,false,Canonical
Barrytown,AREA-LINZ-2514,barrytown,West Coast Region,12,Rural locality,false,Canonical
Birchfield,AREA-LINZ-8946,birchfield,West Coast Region,12,Rural locality,false,Canonical
Blackball,AREA-LINZ-132,blackball,West Coast Region,12,Suburb,false,Canonical
Blacks Point,AREA-LINZ-8947,blacks point,West Coast Region,12,Rural locality,false,Canonical
Blaketown,AREA-LINZ-138,blaketown,West Coast Region,12,Suburb,false,Canonical
Blue Spur,AREA-LINZ-143,blue spur,West Coast Region,12,Suburb,false,Canonical
Bruce Bay,AREA-LINZ-8858,bruce bay,West Coast Region,12,Rural locality,false,Canonical
Camerons,AREA-LINZ-2510,camerons,West Coast Region,12,Suburb,false,Canonical
Cape Foulwind,AREA-LINZ-2517,cape foulwind,West Coast Region,12,Rural locality,false,Canonical
Carters Beach,AREA-LINZ-2518,carters beach,West Coast Region,12,Suburb,false,Canonical
Charleston,AREA-LINZ-2143,charleston,West Coast Region,12,Rural locality,false,Canonical
Coal Creek,AREA-LINZ-244,coal creek,West Coast Region,12,Suburb,false,Canonical
Cobden,AREA-LINZ-2511,cobden,West Coast Region,12,Suburb,false,Canonical
Corbyvale,AREA-LINZ-8948,corbyvale,West Coast Region,12,Rural locality,false,Canonical
Cronadun,AREA-LINZ-8949,cronadun,West Coast Region,12,Rural locality,false,Canonical
Denniston,AREA-LINZ-2089,denniston,West Coast Region,12,Rural locality,false,Canonical
Dillmanstown,AREA-LINZ-2148,dillmanstown,West Coast Region,12,Suburb,false,Canonical
Dobson,AREA-LINZ-294,dobson,West Coast Region,12,Suburb,false,Canonical
Dunganville,AREA-LINZ-2307,dunganville,West Coast Region,12,Rural locality,false,Canonical
Dunollie,AREA-LINZ-8765,dunollie,West Coast Region,12,Suburb,false,Canonical
Fairdown,AREA-LINZ-8950,fairdown,West Coast Region,12,Rural locality,false,Canonical
Fox Glacier,AREA-LINZ-2097,fox glacier,West Coast Region,12,Rural locality,false,Canonical
Fox River,AREA-LINZ-8783,fox river,West Coast Region,12,Rural locality,false,Canonical
Franz Josef/Waiau,AREA-LINZ-4045,franz josef/waiau,West Coast Region,12,Rural locality,false,Canonical
Gladstone,AREA-LINZ-8707,gladstone,West Coast Region,12,Suburb,false,Canonical
Granity,AREA-LINZ-2520,granity,West Coast Region,12,Suburb,false,Canonical
Greymouth,AREA-LINZ-476,greymouth,West Coast Region,12,Suburb,false,Canonical
Haast,AREA-LINZ-2105,haast,West Coast Region,12,Rural locality,false,Canonical
Harihari,AREA-LINZ-2164,harihari,West Coast Region,12,Rural locality,false,Canonical
Haupiri,AREA-LINZ-2106,haupiri,West Coast Region,12,Rural locality,false,Canonical
Hector,AREA-LINZ-520,hector,West Coast Region,12,Suburb,false,Canonical
Hochstetter,AREA-LINZ-2170,hochstetter,West Coast Region,12,Rural locality,false,Canonical
Hohonu,AREA-LINZ-2348,hohonu,West Coast Region,12,Rural locality,false,Canonical
Hokitika,AREA-LINZ-556,hokitika,West Coast Region,12,Suburb,false,Canonical
Ikamatua,AREA-LINZ-596,ikamatua,West Coast Region,12,Rural locality,false,Canonical
Inangahua,AREA-LINZ-2177,inangahua,West Coast Region,12,Rural locality,false,Canonical
Inchbonnie,AREA-LINZ-4070,inchbonnie,West Coast Region,12,Rural locality,false,Canonical
Jackson Bay,AREA-LINZ-2508,jackson bay,West Coast Region,12,Rural locality,false,Canonical
Jacksons,AREA-LINZ-2111,jacksons,West Coast Region,12,Rural locality,false,Canonical
Kaiata,AREA-LINZ-624,kaiata,West Coast Region,12,Suburb,false,Canonical
Kakapotahi,AREA-LINZ-2112,kakapotahi,West Coast Region,12,Rural locality,false,Canonical
Kaniere,AREA-LINZ-653,kaniere,West Coast Region,12,Suburb,false,Canonical
Karamea,AREA-LINZ-2522,karamea,West Coast Region,12,Rural locality,false,Canonical
Karangarua,AREA-LINZ-2182,karangarua,West Coast Region,12,Rural locality,false,Canonical
Karoro,AREA-LINZ-662,karoro,West Coast Region,12,Suburb,false,Canonical
Kokatahi,AREA-LINZ-2317,kokatahi,West Coast Region,12,Rural locality,false,Canonical
Kumara,AREA-LINZ-725,kumara,West Coast Region,12,Suburb,false,Canonical
Kumara Junction,AREA-LINZ-726,kumara junction,West Coast Region,12,Suburb,false,Canonical
Lake Kaniere,AREA-LINZ-8994,lake kaniere,West Coast Region,12,Rural locality,false,Canonical
Landsborough Valley,AREA-LINZ-8856,landsborough valley,West Coast Region,12,Rural locality,false,Canonical
Lewis Pass,AREA-LINZ-8951,lewis pass,West Coast Region,12,Rural locality,false,Canonical
Little Wanganui,AREA-LINZ-2521,little wanganui,West Coast Region,12,Rural locality,false,Canonical
Lower Buller Gorge,AREA-LINZ-8952,lower buller gorge,West Coast Region,12,Rural locality,false,Canonical
Maimai,AREA-LINZ-8953,maimai,West Coast Region,12,Rural locality,false,Canonical
Marsden,AREA-LINZ-864,marsden,West Coast Region,12,Suburb,false,Canonical
Maruia,AREA-LINZ-2206,maruia,West Coast Region,12,Rural locality,false,Canonical
Mawheraiti,AREA-LINZ-902,mawheraiti,West Coast Region,12,Rural locality,false,Canonical
Millerton,AREA-LINZ-8959,millerton,West Coast Region,12,Rural locality,false,Canonical
Moana,AREA-LINZ-2360,moana,West Coast Region,12,Rural locality,false,Canonical
Mokihinui,AREA-LINZ-2361,mokihinui,West Coast Region,12,Rural locality,false,Canonical
Mount Ajax,AREA-LINZ-2448,mount ajax,West Coast Region,12,Rural locality,false,Canonical
Nelson Creek,AREA-LINZ-8993,nelson creek,West Coast Region,12,Rural locality,false,Canonical
Ngahere,AREA-LINZ-1024,ngahere,West Coast Region,12,Rural locality,false,Canonical
Ngakawau,AREA-LINZ-1026,ngakawau,West Coast Region,12,Suburb,false,Canonical
Nine Mile,AREA-LINZ-1044,nine mile,West Coast Region,12,Suburb,false,Canonical
Ōkārito,AREA-LINZ-2122,okarito,West Coast Region,12,Rural locality,false,Canonical
Otira,AREA-LINZ-1167,otira,West Coast Region,12,Rural locality,false,Canonical
Paringa,AREA-LINZ-2375,paringa,West Coast Region,12,Rural locality,false,Canonical
Paroa,AREA-LINZ-8763,paroa,West Coast Region,12,Suburb,false,Canonical
Point Elizabeth,AREA-LINZ-2512,point elizabeth,West Coast Region,12,Suburb,false,Canonical
Pukekura,AREA-LINZ-8784,pukekura,West Coast Region,12,Rural locality,false,Canonical
Punakaiki,AREA-LINZ-2516,punakaiki,West Coast Region,12,Rural locality,false,Canonical
Rahu Saddle,AREA-LINZ-1353,rahu saddle,West Coast Region,12,Rural locality,false,Canonical
Rapahoe,AREA-LINZ-2513,rapahoe,West Coast Region,12,Suburb,false,Canonical
Reefton,AREA-LINZ-1387,reefton,West Coast Region,12,Suburb,false,Canonical
Ross,AREA-LINZ-1437,ross,West Coast Region,12,Suburb,false,Canonical
Ruatapu,AREA-LINZ-2238,ruatapu,West Coast Region,12,Rural locality,false,Canonical
Runanga,AREA-LINZ-1455,runanga,West Coast Region,12,Suburb,false,Canonical
Rutherglen,AREA-LINZ-1458,rutherglen,West Coast Region,12,Suburb,false,Canonical
Seaview,AREA-LINZ-1474,seaview,West Coast Region,12,Rural locality,false,Canonical
Seddonville,AREA-LINZ-1479,seddonville,West Coast Region,12,Rural locality,false,Canonical
Springs Junction,AREA-LINZ-8954,springs junction,West Coast Region,12,Rural locality,false,Canonical
Stillwater,AREA-LINZ-8766,stillwater,West Coast Region,12,Suburb,false,Canonical
Stockton,AREA-LINZ-1534,stockton,West Coast Region,12,Rural locality,false,Canonical
Taylorville,AREA-LINZ-1616,taylorville,West Coast Region,12,Suburb,false,Canonical
Te Miko,AREA-LINZ-8873,te miko,West Coast Region,12,Rural locality,false,Canonical
Totara Flat,AREA-LINZ-2439,totara flat,West Coast Region,12,Rural locality,false,Canonical
Tōtara River,AREA-LINZ-4112,totara river,West Coast Region,12,Rural locality,false,Canonical
Turiwhate,AREA-LINZ-2460,turiwhate,West Coast Region,12,Rural locality,false,Canonical
Upper Buller Gorge,AREA-LINZ-8955,upper buller gorge,West Coast Region,12,Rural locality,false,Canonical
Virgin Flat,AREA-LINZ-8956,virgin flat,West Coast Region,12,Rural locality,false,Canonical
Waiho,AREA-LINZ-2392,waiho,West Coast Region,12,Rural locality,false,Canonical
Waimangaroa,AREA-LINZ-2519,waimangaroa,West Coast Region,12,Rural locality,false,Canonical
Waiuta,AREA-LINZ-8957,waiuta,West Coast Region,12,Rural locality,false,Canonical
Westport,AREA-LINZ-2342,westport,West Coast Region,12,Suburb,false,Canonical
Whataroa,AREA-LINZ-4117,whataroa,West Coast Region,12,Rural locality,false,Canonical
Adair,AREA-LINZ-2,adair,Canterbury Region,13,Rural locality,false,Canonical
Addington,AREA-LINZ-3,addington,Canterbury Region,13,Suburb,false,Canonical
Aidanfield,AREA-LINZ-8958,aidanfield,Canterbury Region,13,Suburb,false,Canonical
Akaroa,AREA-LINZ-10,akaroa,Canterbury Region,13,Suburb,false,Canonical
Albury,AREA-LINZ-15,albury,Canterbury Region,13,Rural locality,false,Canonical
Alford Forest,AREA-LINZ-16,alford forest,Canterbury Region,13,Rural locality,false,Canonical
Allandale,AREA-LINZ-8832,allandale,Canterbury Region,13,Rural locality,false,Canonical
Allenton,AREA-LINZ-22,allenton,Canterbury Region,13,Suburb,false,Canonical
Amberley,AREA-LINZ-2060,amberley,Canterbury Region,13,Suburb,false,Canonical
Amuri Plain,AREA-LINZ-25,amuri plain,Canterbury Region,13,Rural locality,false,Canonical
Aranui,AREA-LINZ-39,aranui,Canterbury Region,13,Suburb,false,Canonical
Arthur's Pass,AREA-LINZ-2064,arthur's pass,Canterbury Region,13,Rural locality,false,Canonical
Arundel,AREA-LINZ-53,arundel,Canterbury Region,13,Rural locality,false,Canonical
Ashburton,AREA-LINZ-8779,ashburton,Canterbury Region,13,Suburb,false,Canonical
Ashburton Forks,AREA-LINZ-57,ashburton forks,Canterbury Region,13,Rural locality,false,Canonical
Ashburton Lakes,AREA-LINZ-2066,ashburton lakes,Canterbury Region,13,Rural locality,false,Canonical
Ashley,AREA-LINZ-59,ashley,Canterbury Region,13,Rural locality,false,Canonical
Ashley Forest,AREA-LINZ-2067,ashley forest,Canterbury Region,13,Rural locality,false,Canonical
Ashton,AREA-LINZ-62,ashton,Canterbury Region,13,Rural locality,false,Canonical
Ashwick Flat,AREA-LINZ-64,ashwick flat,Canterbury Region,13,Rural locality,false,Canonical
Ataahua,AREA-LINZ-2068,ataahua,Canterbury Region,13,Rural locality,false,Canonical
Aviemore,AREA-LINZ-2070,aviemore,Canterbury Region,13,Rural locality,false,Canonical
Avondale,AREA-LINZ-72,avondale,Canterbury Region,13,Suburb,false,Canonical
Avonhead,AREA-LINZ-73,avonhead,Canterbury Region,13,Suburb,false,Canonical
Avonside,AREA-LINZ-74,avonside,Canterbury Region,13,Suburb,false,Canonical
Balcairn,AREA-LINZ-2134,balcairn,Canterbury Region,13,Rural locality,false,Canonical
Balmoral,AREA-LINZ-97,balmoral,Canterbury Region,13,Rural locality,false,Canonical
Bankside,AREA-LINZ-98,bankside,Canterbury Region,13,Rural locality,false,Canonical
Barrhill,AREA-LINZ-2732,barrhill,Canterbury Region,13,Rural locality,false,Canonical
Beckenham,AREA-LINZ-107,beckenham,Canterbury Region,13,Suburb,false,Canonical
Belfast,AREA-LINZ-110,belfast,Canterbury Region,13,Suburb,false,Canonical
Belfield,AREA-LINZ-111,belfield,Canterbury Region,13,Rural locality,false,Canonical
Ben Ohau,AREA-LINZ-4044,ben ohau,Canterbury Region,13,Rural locality,false,Canonical
Ben Omar,AREA-LINZ-2073,ben omar,Canterbury Region,13,Rural locality,false,Canonical
Benmore,AREA-LINZ-4056,benmore,Canterbury Region,13,Rural locality,false,Canonical
Bexley,AREA-LINZ-121,bexley,Canterbury Region,13,Suburb,false,Canonical
Birchwood,AREA-LINZ-126,birchwood,Canterbury Region,13,Rural locality,false,Canonical
Birdlings Flat,AREA-LINZ-2138,birdlings flat,Canterbury Region,13,Rural locality,false,Canonical
Birdwood,AREA-LINZ-2077,birdwood,Canterbury Region,13,Rural locality,false,Canonical
Bishopdale,AREA-LINZ-128,bishopdale,Canterbury Region,13,Suburb,false,Canonical
Black Point,AREA-LINZ-130,black point,Canterbury Region,13,Rural locality,false,Canonical
Bottle Lake,AREA-LINZ-146,bottle lake,Canterbury Region,13,Suburb,false,Canonical
Bromley,AREA-LINZ-6566,bromley,Canterbury Region,13,Suburb,false,Canonical
Brooklands,AREA-LINZ-163,brooklands,Canterbury Region,13,Suburb,false,Canonical
Broomfield,AREA-LINZ-166,broomfield,Canterbury Region,13,Suburb,false,Canonical
Broomfield,AREA-LINZ-2301,broomfield,Canterbury Region,13,Rural locality,false,Canonical
Bryndwr,AREA-LINZ-173,bryndwr,Canterbury Region,13,Suburb,false,Canonical
Burkes Pass,AREA-LINZ-4011,burkes pass,Canterbury Region,13,Rural locality,false,Canonical
Burnham,AREA-LINZ-179,burnham,Canterbury Region,13,Suburb,false,Canonical
Burnside,AREA-LINZ-181,burnside,Canterbury Region,13,Suburb,false,Canonical
Burnt Hill,AREA-LINZ-182,burnt hill,Canterbury Region,13,Rural locality,false,Canonical
Burwood,AREA-LINZ-184,burwood,Canterbury Region,13,Suburb,false,Canonical
Carew,AREA-LINZ-196,carew,Canterbury Region,13,Rural locality,false,Canonical
Casebrook,AREA-LINZ-200,casebrook,Canterbury Region,13,Suburb,false,Canonical
Cashmere,AREA-LINZ-201,cashmere,Canterbury Region,13,Suburb,false,Canonical
Cass Bay,AREA-LINZ-202,cass bay,Canterbury Region,13,Suburb,false,Canonical
Castle Hill,AREA-LINZ-2141,castle hill,Canterbury Region,13,Rural locality,false,Canonical
Cattle Creek,AREA-LINZ-206,cattle creek,Canterbury Region,13,Rural locality,false,Canonical
Cave,AREA-LINZ-208,cave,Canterbury Region,13,Rural locality,false,Canonical
Cavendish,AREA-LINZ-209,cavendish,Canterbury Region,13,Rural locality,false,Canonical
Charing Cross,AREA-LINZ-214,charing cross,Canterbury Region,13,Rural locality,false,Canonical
Charteris Bay,AREA-LINZ-4062,charteris bay,Canterbury Region,13,Rural locality,false,Canonical
Chertsey,AREA-LINZ-223,chertsey,Canterbury Region,13,Rural locality,false,Canonical
Cheviot,AREA-LINZ-2080,cheviot,Canterbury Region,13,Suburb,false,Canonical
Christchurch Airport,AREA-LINZ-224,christchurch airport,Canterbury Region,13,Suburb,false,Canonical
Christchurch Central,AREA-LINZ-2081,christchurch central,Canterbury Region,13,Suburb,false,Canonical
Clandeboye,AREA-LINZ-227,clandeboye,Canterbury Region,13,Rural locality,false,Canonical
Claremont,AREA-LINZ-228,claremont,Canterbury Region,13,Rural locality,false,Canonical
Clarkville,AREA-LINZ-232,clarkville,Canterbury Region,13,Rural locality,false,Canonical
Clifton,AREA-LINZ-8771,clifton,Canterbury Region,13,Suburb,false,Canonical
Coal Stream,AREA-LINZ-245,coal stream,Canterbury Region,13,Rural locality,false,Canonical
Coalgate,AREA-LINZ-246,coalgate,Canterbury Region,13,Rural locality,false,Canonical
Coldstream,AREA-LINZ-249,coldstream,Canterbury Region,13,Rural locality,false,Canonical
Conway Flat,AREA-LINZ-255,conway flat,Canterbury Region,13,Rural locality,false,Canonical
Coopers Creek,AREA-LINZ-256,coopers creek,Canterbury Region,13,Rural locality,false,Canonical
Corsair Bay,AREA-LINZ-261,corsair bay,Canterbury Region,13,Suburb,false,Canonical
Coutts Island,AREA-LINZ-263,coutts island,Canterbury Region,13,Suburb,false,Canonical
Cracroft,AREA-LINZ-8703,cracroft,Canterbury Region,13,Suburb,false,Canonical
Culverden,AREA-LINZ-272,culverden,Canterbury Region,13,Rural locality,false,Canonical
Cust,AREA-LINZ-274,cust,Canterbury Region,13,Rural locality,false,Canonical
Dallington,AREA-LINZ-278,dallington,Canterbury Region,13,Suburb,false,Canonical
Danseys Pass,AREA-LINZ-281,danseys pass,Canterbury Region,13,Rural locality,false,Canonical
Darfield,AREA-LINZ-282,darfield,Canterbury Region,13,Suburb,false,Canonical
Diamond Harbour,AREA-LINZ-289,diamond harbour,Canterbury Region,13,Rural locality,false,Canonical
Dobson Valley,AREA-LINZ-8854,dobson valley,Canterbury Region,13,Rural locality,false,Canonical
Domett,AREA-LINZ-297,domett,Canterbury Region,13,Rural locality,false,Canonical
Dorie,AREA-LINZ-299,dorie,Canterbury Region,13,Rural locality,false,Canonical
Double Hill,AREA-LINZ-2149,double hill,Canterbury Region,13,Rural locality,false,Canonical
Doubtful Range,AREA-LINZ-2090,doubtful range,Canterbury Region,13,Rural locality,false,Canonical
Doyleston,AREA-LINZ-2091,doyleston,Canterbury Region,13,Suburb,false,Canonical
Dromore,AREA-LINZ-8644,dromore,Canterbury Region,13,Rural locality,false,Canonical
Dunsandel,AREA-LINZ-315,dunsandel,Canterbury Region,13,Rural locality,false,Canonical
Duntroon,AREA-LINZ-317,duntroon,Canterbury Region,13,Rural locality,false,Canonical
Duvauchelle,AREA-LINZ-318,duvauchelle,Canterbury Region,13,Rural locality,false,Canonical
Ealing,AREA-LINZ-319,ealing,Canterbury Region,13,Rural locality,false,Canonical
Earthquakes,AREA-LINZ-320,earthquakes,Canterbury Region,13,Rural locality,false,Canonical
Edgeware,AREA-LINZ-332,edgeware,Canterbury Region,13,Suburb,false,Canonical
Eiffelton,AREA-LINZ-334,eiffelton,Canterbury Region,13,Rural locality,false,Canonical
Elephant Hill,AREA-LINZ-339,elephant hill,Canterbury Region,13,Rural locality,false,Canonical
Elgin,AREA-LINZ-2094,elgin,Canterbury Region,13,Suburb,false,Canonical
Emu Plain,AREA-LINZ-344,emu plain,Canterbury Region,13,Rural locality,false,Canonical
Eyrewell,AREA-LINZ-358,eyrewell,Canterbury Region,13,Rural locality,false,Canonical
Fairlie,AREA-LINZ-363,fairlie,Canterbury Region,13,Suburb,false,Canonical
Fairton,AREA-LINZ-365,fairton,Canterbury Region,13,Rural locality,false,Canonical
Fairview,AREA-LINZ-366,fairview,Canterbury Region,13,Rural locality,false,Canonical
Fendalton,AREA-LINZ-375,fendalton,Canterbury Region,13,Suburb,false,Canonical
Ferniehurst,AREA-LINZ-378,ferniehurst,Canterbury Region,13,Rural locality,false,Canonical
Fernside,AREA-LINZ-379,fernside,Canterbury Region,13,Suburb,false,Canonical
Ferrymead,AREA-LINZ-380,ferrymead,Canterbury Region,13,Suburb,false,Canonical
Flaxton,AREA-LINZ-8791,flaxton,Canterbury Region,13,Rural locality,false,Canonical
French Farm,AREA-LINZ-400,french farm,Canterbury Region,13,Rural locality,false,Canonical
Gammack,AREA-LINZ-2101,gammack,Canterbury Region,13,Rural locality,false,Canonical
Gebbies Valley,AREA-LINZ-2160,gebbies valley,Canterbury Region,13,Rural locality,false,Canonical
Geraldine,AREA-LINZ-409,geraldine,Canterbury Region,13,Suburb,false,Canonical
Geraldine Downs,AREA-LINZ-410,geraldine downs,Canterbury Region,13,Rural locality,false,Canonical
Geraldine Flat,AREA-LINZ-411,geraldine flat,Canterbury Region,13,Rural locality,false,Canonical
Glasnevin,AREA-LINZ-418,glasnevin,Canterbury Region,13,Rural locality,false,Canonical
Glenavy,AREA-LINZ-423,glenavy,Canterbury Region,13,Rural locality,false,Canonical
Glenbrook,AREA-LINZ-8852,glenbrook,Canterbury Region,13,Rural locality,false,Canonical
Gleniti,AREA-LINZ-432,gleniti,Canterbury Region,13,Suburb,false,Canonical
Glentanner,AREA-LINZ-2120,glentanner,Canterbury Region,13,Rural locality,false,Canonical
Glentui,AREA-LINZ-441,glentui,Canterbury Region,13,Rural locality,false,Canonical
Glentunnel,AREA-LINZ-442,glentunnel,Canterbury Region,13,Rural locality,false,Canonical
Glenwood,AREA-LINZ-445,glenwood,Canterbury Region,13,Suburb,false,Canonical
